    성덕이 된 밴쯔.. 무한도전에 나왔던 기사식당! 밴쯔로드 61화 연남동 맛집 [감나무집] 밴쯔 먹방!  ,19:20,"241,682","2,368",2019. 3. 13.,https://www.youtube.com/watch?v=gzvdrA3Gj_0&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=2&t=0s
    사장님 만두 종류별로 다 주세요!  수요미식회에도 나왔던 밴쯔로드 60화 수제만두 어만두 맛집 [편의방] 밴쯔 먹방!  ,56:57:00,"90,810","1,188",2019. 3. 2.,https://www.youtube.com/watch?v=4Un1jMbsMSg&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=3&t=0s
    상하이식당에서 다 먹었는데 돈이 모자라요..밴쯔로드 58화 딤섬맛집 딘타이펑 샤오룽바오 100개 먹방!  ,29:29:00,"332,881","3,456",2019. 2. 13.,https://www.youtube.com/watch?v=1tUAh1g1wqA&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=4&t=0s
    저만 알고싶은 식당이었는데.. 밴쯔로드 57화 연남동 [마식당] 먹방!  ,19:59,"152,167","1,970",2019. 1. 18.,https://www.youtube.com/watch?v=twvR7z9HaxI&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=5&t=0s
    밥먹었으니까 또 밥먹으러 가야지!!! 밴쯔로드 56화 수원 인계동편  ,30:54:00,"257,106","2,360",2019. 1. 5.,https://www.youtube.com/watch?v=hMtCrlSExS0&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=6&t=0s
    [ENG] 밴쯔로드 55화 밴쯔로드 첫 실패...? 수제버거 맛집 [퀸즈블랙] 먹방!  ,29:29:00,"414,364","3,710",2018. 11. 25.,https://www.youtube.com/watch?v=iyRUZ71WaiQ&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=7&t=0s
    [ENG] 밴쯔로드 54화 베트남 쌀국수 체인점에 다녀왔습니다 [미스사이공] 먹방!  ,1:26:03,"427,066","3,636",2018. 9. 2.,https://www.youtube.com/watch?v=TNgVUEMOXu8&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=8&t=0s
    평양식당에 다녀왔습니다! 밴쯔로드 51화 중국 [옥류관] 평양냉면 먹방!  ,16:24,"521,958","4,163",2018. 6. 13.,https://www.youtube.com/watch?v=Pl-414eu8HI&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=9&t=0s
    새우먹는데 무려 약 2초!! 제주도 숨은맛집 밴쯔로드 50화 [호또모또] 먹방!  ,18:03,"155,625","1,520",2018. 5. 17.,https://www.youtube.com/watch?v=R68EU_rbVDc&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=10&t=0s
    먹을수록 싸지는 제주도 고기집!? 밴쯔로드 49화 [우리정육구이] 먹방! 구제주 맛집  ,14:10,"456,158","3,087",2018. 5. 10.,https://www.youtube.com/watch?v=twJSASEtYu0&list=PLsh4evjDuiy70l67nqv_lDaoD4Z6rMJro&index=11&t=0s
